reg_no,facility_name,facility_type,facility_agent,level,county
20995,HOPE HILL MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,BUSIA
415,KAPKOI HEALTH CENTRE,HEALTH CENTRE,Private,LEVEL 3B,ELGEYO/ MARAKW
1960,CHESONGOCH MISSION HOSPITAL,FAITH BASED LEVEL 4,Private,LEVEL 4,ELGEYO/ MARAKW
7265,BLISS  HEALTHCARE LTD ITEN,MEDICAL CLINIC,Private,LEVEL 2,ELGEYO/ MARAKW
14495,CHEPTONGEI MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,ELGEYO/ MARAKW
16325,LJ MALEL MEDICAL CENTRE LTD,MEDICAL CLINIC,Private,LEVEL 2,ELGEYO/ MARAKW
17024,BEDENS HEALTHCARE KAPCHEROP,MEDICAL CLINIC,Private,LEVEL 2,ELGEYO/ MARAKW
17709,BESTANA CLINIC,MEDICAL CLINIC,Private,LEVEL 2,ELGEYO/ MARAKW
18563,FLAX SAVANIS MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,ELGEYO/ MARAKW
19007,INVELA HEALTH CARE LTD,MEDICAL CENTRE,Private,LEVEL 3A,ELGEYO/ MARAKW
19157,MERCY AND GRACE CLINIC LIMITED,MEDICAL CLINIC,Private,LEVEL 2,ELGEYO/ MARAKW
19434,AYDCARE MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,ELGEYO/ MARAKW
19685,PATIENT FIRST MEDICAL CLINIC-SINAI,MEDICAL CLINIC,Private,LEVEL 2,ELGEYO/ MARAKW
20037,HARRY FAITH MEDICAL SERVICES KAPCHEROP,MEDICAL CLINIC,Private,LEVEL 2,ELGEYO/ MARAKW
20070,ELITE LIFECARE CENTER,MEDICAL CLINIC,Private,LEVEL 2,ELGEYO/ MARAKW
20356,ZADE MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,ELGEYO/ MARAKW
20825,EQUITY AFIA LIMITED-ITEN MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,ELGEYO/ MARAKW
20943,KAPSIA HEALTH CARE,MEDICAL CLINIC,Private,LEVEL 2,ELGEYO/ MARAKW
21084,PHOMEDICS MEDICAL CLINIC LTD,MEDICAL CLINIC,Private,LEVEL 2,ELGEYO/ MARAKW
5,JOYKIM NURSING HOME,NURSING HOME,Private,LEVEL 3B,EMBU
149,ST. MICHAEL NURSING HOME,NURSING HOME,Private,LEVEL 3B,EMBU
999,LIBERTY MATERNITY AND NURSING HOME,NURSING HOME,Private,LEVEL 3B,EMBU
1628,ACEF ENA HEALTH CENTRE,HOSPITAL LEVEL 4,Private,LEVEL 4,EMBU
1966,ST. TERESA CFW CLINIC,MEDICAL CLINIC,Private,LEVEL 2,EMBU
1968,FAITH CFW CLINIC,MEDICAL CLINIC,Private,LEVEL 2,EMBU
1970,AFYA LINE CFW CLINIC,MEDICAL CLINIC,Private,LEVEL 2,EMBU
2019,JOY CFW CLINIC,MEDICAL CLINIC,Private,LEVEL 2,EMBU
2023,PATIENCE CFW CLINIC,MEDICAL CLINIC,Private,LEVEL 2,EMBU
2270,MWEA DENTAL CLINIC,DENTAL CLINIC,Private,LEVEL 2,EMBU
2291,QUEENS & KINGS HEALTH CENTRE,NURSING HOME,Private,LEVEL 3B,EMBU
2537,COUNTY MEDICAL CENTRE EMBU LTD,HOSPITAL LEVEL 4,Private,LEVEL 4,EMBU
2538,EMBU CHILDREN\'S CLINIC,HOSPITAL LEVEL 4,Private,LEVEL 4,EMBU
2746,JETMA CLINIC,MEDICAL CLINIC,Private,LEVEL 2,EMBU
2972,PROMISE CFW CLINIC,MEDICAL CLINIC,Private,LEVEL 2,EMBU
3060,CFW MBUVORE CLINIC,MEDICAL CLINIC,Private,LEVEL 2,EMBU
3162,KIMANGARU CFW CLINIC,MEDICAL CLINIC,Private,LEVEL 2,EMBU
3234,THE AGA KHAN UNIVERSITY HOSPITAL EMBU CLINIC,MEDICAL CENTRE,Private,LEVEL 3A,EMBU
3577,KAVUTIRI CFW CLINIC,MEDICAL CLINIC,Private,LEVEL 2,EMBU
3612,HURUMA CFW CLINIC,MEDICAL CLINIC,Private,LEVEL 2,EMBU
4095,FOCUS CLINICAL AND DIAGNOSTIC CENTRE LTD EMBU,MEDICAL CENTRE,Private,LEVEL 3A,EMBU
4172,UTUGI CFW CLINIC,MEDICAL CLINIC,Private,LEVEL 2,EMBU
4405,KINGS CARE MEDICAL LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,EMBU
5020,KARABA MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,EMBU
5042,KIANJOKOMA PURE MEDICARE HOSPITAL,MEDICAL CENTRE,Private,LEVEL 3A,EMBU
5731,YUNASI MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,EMBU
5737,FOCUS CLINICAL AND DIAGNOSTIC CENTRE LTD ISHIARA,MEDICAL CENTRE,Private,LEVEL 3A,EMBU
5809,OUTSPAN HOSPITAL EMBU MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,EMBU
5822,EASTEND DENTAL CLINIC LIMITED,DENTAL CLINIC,Private,LEVEL 2,EMBU
6263,BLISS  HEALTHCARE LIMITED EMBU,MEDICAL CLINIC,Private,LEVEL 2,EMBU
6499,WHITEROSE MEDICAL CENTRE GATEGI SATELLITE,MEDICAL CENTRE,Private,LEVEL 3A,EMBU
6876,EMBU CHILDREN HOSPITAL,HOSPITAL LEVEL 5,Private,LEVEL 5,EMBU
7263,POTTERS FAMILY HOSPITAL,NURSING HOME,Private,LEVEL 3B,EMBU
7316,MAMA KAREN MEDICAL CARE CLINIC KIRITIRI,MEDICAL CENTRE,Private,LEVEL 3A,EMBU
7572,GREENSPAN MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,EMBU
8042,OPTIDENT DENTAL CARE,DENTAL CLINIC,Private,LEVEL 2,EMBU
8056,MAKUTANO FAMILY HEALTHCARE SERVICES,MEDICAL CLINIC,Private,LEVEL 2,EMBU
12273,KIRIMARA OPTICALS LTD EMBU,EYE CLINIC,Private,LEVEL 2,EMBU
14706,HOPEWELL CLINIC KIANJOKOMA,MEDICAL CLINIC,Private,LEVEL 2,EMBU
14772,ODICARE MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,EMBU
14773,ANGEL CARE MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,EMBU
14908,KIRITIRI MEDICAL HEALTHCARE LTD,NURSING HOME,Private,LEVEL 3B,EMBU
14977,EMBU TUMAINI MEDICAL SERVICES,MEDICAL CLINIC,Private,LEVEL 2,EMBU
14984,ELIMUNDANI HEALTH CARE KIRITIRI,MEDICAL CLINIC,Private,LEVEL 2,EMBU
15053,EMBU CHILDREN HOSPITAL TENRI MAKIMA,MEDICAL CLINIC,Private,LEVEL 2,EMBU
15074,SMART SMILE DENTAL CENTER,MEDICAL CENTRE,Private,LEVEL 3A,EMBU
15086,EMBU MEDICAL AND DENTAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,EMBU
15142,SIAKAGO HEALTH CARE CLINIC,MEDICAL CLINIC,Private,LEVEL 2,EMBU
15213,EMBU MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,EMBU
15246,IMARA HOSPITAL,NURSING HOME,Private,LEVEL 3B,EMBU
15306,SHANWES MED CARE,MEDICAL CLINIC,Private,LEVEL 2,EMBU
15409,MT KENYA HEART AND DIABETES CENTRE,MEDICAL CLINIC,Private,LEVEL 2,EMBU
15425,HUNTER MEDICAL CENTRE RUNYENJES,MEDICAL CENTRE,Private,LEVEL 3A,EMBU
15444,VISIONNERS MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,EMBU
15497,CHEST AND SKIN CLINIC,MEDICAL CENTRE,Private,LEVEL 3A,EMBU
15632,MURITHI METHO OPTOMETRIST,EYE CLINIC,Private,LEVEL 2,EMBU
15796,PURE MEDCARE CLINIC,MEDICAL CLINIC,Private,LEVEL 2,EMBU
16023,KIANJOKOMA MUUNGANO COMMUNITY COTTAGE HOSPITAL,MEDICAL CENTRE,Private,LEVEL 3A,EMBU
16079,FREVANE HOSPITAL,HOSPITAL LEVEL 4,Private,LEVEL 4,EMBU
16136,MERCY MEDICAL CLINIC-EMBU,MEDICAL CLINIC,Private,LEVEL 2,EMBU
16200,ST. JUDE MEDICAL CARE,NURSING HOME,Private,LEVEL 3B,EMBU
16652,PRECIOUS HOSPITAL,MEDICAL CENTRE,Private,LEVEL 3A,EMBU
17066,MOUNT HERMON MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,EMBU
17113,MAINA CAMPEL MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,EMBU
17191,MARIARI EBENZER MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,EMBU
17197,EDITH MERCY MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,EMBU
17260,AMAZE DENTAL LIMITED,DENTAL CLINIC,Private,LEVEL 2,EMBU
17325,HIGHRISE HEALTH CARE SERVICES,MEDICAL CLINIC,Private,LEVEL 2,EMBU
17382,GREENSPRINGS MEDICAL  MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,EMBU
17565,ROYAL SMILES DENTAL CLINIC EMBU,DENTAL CLINIC,Private,LEVEL 2,EMBU
17607,GRANTON & DOLLY NURSING HOME LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,EMBU
17756,KIMATHI MEDICAL SERVICES KARABA,HOSPITAL LEVEL 4,Private,LEVEL 4,EMBU
17839,KIRIMARA OPTICALS LTD-EMBU TOWN,EYE CLINIC,Private,LEVEL 2,EMBU
17863,KIAMBERE MEDICAL HEALTHCARE LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,EMBU
17912,EASTEND EYE CENTRE,EYE CLINIC,Private,LEVEL 2,EMBU
17962,NAIROBI RADIOTHERAPY & CANCER CENTRE LIMITED-EMBU,MEDICAL CENTRE,Private,LEVEL 3A,EMBU
18209,WAMUMU HOSPITAL LTD,HOSPITAL LEVEL 4,Private,LEVEL 4,EMBU
18262,PATOCARE MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,EMBU
18293,CREST CARE HOSPITAL LIMITED-CLINIC,MEDICAL CLINIC,Private,LEVEL 2,EMBU
18516,VALLEY VIEW MEDICAL SPECIALIST AND DIAGNOSTIC EMBU,MEDICAL CENTRE,Private,LEVEL 3A,EMBU
18545,TUMAINI MEDICAL CENTRE RWIKA,MEDICAL CLINIC,Private,LEVEL 2,EMBU
18553,CARLMAX APEX MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,EMBU
18932,MODAN CARE MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,EMBU
19144,MBUVORI PRIME MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,EMBU
19154,MARINI-MEDICAL CENTRE LTD,MEDICAL CLINIC,Private,LEVEL 2,EMBU
19167,CYNERD HEALTHCARE GROUP LIMITED,NURSING HOME,Private,LEVEL 3B,EMBU
19192,ELEAZER MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,EMBU
19221,MAGNIFICENT MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,EMBU
19295,PENA MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,EMBU
19300,FAMILYBLISS MEDICAL CENTRE LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,EMBU
19351,SERENITY HOMES REHABILITATION AND COUNSELLING CEN,NURSING HOME,Private,LEVEL 3B,EMBU
19370,BARAKA CIANGERA CLINIC,MEDICAL CLINIC,Private,LEVEL 2,EMBU
19455,PLEROMA MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,EMBU
19467,VICOPTIC EYECLINIC LIMITED,EYE CLINIC,Private,LEVEL 2,EMBU
19502,PHARMLEX MEDICAL CENTRE LIMITED,MEDICAL CLINIC,Private,LEVEL 2,EMBU
19531,IMARA HOSPITAL EMBU,HOSPITAL LEVEL 4/IN,Private,LEVEL 4,EMBU
19635,EQUITY AFIA MEDICAL CENTRE EMBU,MEDICAL CENTRE,Private,LEVEL 3A,EMBU
19671,LOYALTY HOPE CLINIC,MEDICAL CLINIC,Private,LEVEL 2,EMBU
19689,EXECUTIVE CARE HOSPITAL,MEDICAL CLINIC,Private,LEVEL 2,EMBU
19724,NJUKIRI MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,EMBU
19772,OPTIDENT DENTAL CARE LIMITED,DENTAL CLINIC,Private,LEVEL 2,EMBU
19783,JORODAN PRIMARY HEALTH CARE,MEDICAL CLINIC,Private,LEVEL 2,EMBU
19786,KIMLINE MEDICAL CENTER,MEDICAL CLINIC,Private,LEVEL 2,EMBU
19860,EMBU PREMIER PHYSICIANS LIMITED,MEDICAL CLINIC,Private,LEVEL 2,EMBU
19868,ZIADA HEALTHCARE LIMITED,MEDICAL CLINIC,Private,LEVEL 2,EMBU
19880,THE PARADOX HOSPITALS,MEDICAL CLINIC,Private,LEVEL 2,EMBU
19999,KIRITIRI FUNERAL HOME,FUNERAL HOME (STA,Private,LEVEL 3A,EMBU
20023,FOREALTORS HOSPITAL LTD,MEDICAL CLINIC,Private,LEVEL 2,EMBU
20038,KARURUMO MEDICAL CENTRE LTD,NURSING HOME,Private,LEVEL 3B,EMBU
20065,NICECARE MEDICAL CENTRE-KIRITIRI,MEDICAL CLINIC,Private,LEVEL 2,EMBU
20095,WALTER MEDICAL AND DENTAL CARE,MEDICAL CLINIC,Private,LEVEL 2,EMBU
20235,FRAMARY MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,EMBU
20278,ERICARE MEDICAL AND PHYSIOTHERAPY SERVICES,MEDICAL CLINIC,Private,LEVEL 2,EMBU
20298,CARSAM MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,EMBU
20320,WALIANA MEDICAL CENTRE LIMITED,MEDICAL CLINIC,Private,LEVEL 2,EMBU
20371,NDWIGA\'S DIAGNOSTIC LABORATORIES & CLINIC,MEDICAL CLINIC,Private,LEVEL 2,EMBU
20496,EMMANUEL MEKA MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,EMBU
20794,PROPER CLINIC,MEDICAL CLINIC,Private,LEVEL 2,EMBU
20828,NEEMA UNIVERSAL HEALTH CARE LIMITED-EMBU TOWN,HOSPITAL LEVEL 4,Private,LEVEL 4,EMBU
20931,FOUNTAIN OF HOPE MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,EMBU
20958,CETAS MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,EMBU
21129,KAMIU JUNCTION COMMUNITY HEALTH CENTER,MEDICAL CLINIC,Private,LEVEL 2,EMBU
18011,GRACEVIEW MEDICAL CENTER,MEDICAL CLINIC,Private,LEVEL 2,EMBU
265,GARISSA NURSING HOME,HOSPITAL LEVEL 4,Private,LEVEL 4,GARISSA
646,SIMAHO MCH/FP CLINIC,HEALTH CENTRE,Private,LEVEL 3B,GARISSA
896,NOORHILAC PHARMACEUTICAL LIMITED,MEDICAL CLINIC,Private,LEVEL 2,GARISSA
1506,"EXCEL HEALTH SERVICES, GARISSA",HOSPITAL LEVEL 4,Private,LEVEL 4,GARISSA
1823,ASAD MEDICAL CENTRE,HOSPITAL LEVEL 4,Private,LEVEL 4,GARISSA
2130,MEDINA MEDICARE HOSPITAL LIMITED,HOSPITAL LEVEL 4,Private,LEVEL 4,GARISSA
2517,TAWHEED COMMUNITY NURSING HOME,HOSPITAL LEVEL 4,Private,LEVEL 4,GARISSA
2546,NORTH EASTERN MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,GARISSA
2813,MEDINA HOSPITAL,Hospital Level 5,Private,LEVEL 5,GARISSA
2987,WOMEN\'S INITIATIVE HEALTH CARE SERVICES,HEALTH CENTRE,Private,LEVEL 3B,GARISSA
3065,ALLIANCE MEDICAL CENTRE LTD GARISSA,HOSPITAL LEVEL 4,Private,LEVEL 4,GARISSA
3075,COSGUROW HEALTHCARE LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,GARISSA
3125,AL-MAQDIS MEDICAL CENTRE,HOSPITAL LEVEL 4,Private,LEVEL 4,GARISSA
3172,AL AMIN MEDICAL & LABARATORY,MEDICAL CLINIC,Private,LEVEL 2,GARISSA
3440,GARISSA  CHILDRENS HOSPITAL LTD,NURSING HOME,Private,LEVEL 3B,GARISSA
3526,COUNT MEDICAL AND DIAGNOSTIC LIMITED,HOSPITAL LEVEL 4,Private,LEVEL 4,GARISSA
3561,ZENSTURION COMMUNITY HEALTH SERVICES,MEDICAL CLINIC,Private,LEVEL 2,GARISSA
3674,SHAMSU HEALTHCARE LTD,NURSING HOME,Private,LEVEL 3B,GARISSA
3675,HUDA MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,GARISSA
3715,AFNAAN HEALTHCARE SERVICES,MEDICAL CENTRE,Private,LEVEL 3A,GARISSA
4077,HILWA MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,GARISSA
4151,AL -BUSHRA MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,GARISSA
5521,MEDINA MEDICARE HOSPITAL  LIMITED-HAGARDERA,HOSPITAL LEVEL 4,Private,LEVEL 4,GARISSA
5797,FAMILYFIRST MEDICAL CENTRE LIMITED,HOSPITAL LEVEL 4,Private,LEVEL 4,GARISSA
5800,NORTHGATE HOSPITAL LIMITED,HOSPITAL LEVEL 4,Private,LEVEL 4,GARISSA
5840,JIHAN MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,GARISSA
5863,GARISSA DOCTORS PLAZA,HOSPITAL LEVEL 4,Private,LEVEL 4,GARISSA
6354,HABIB NURSING HOME,NURSING HOME,Private,LEVEL 3B,GARISSA
6905,TASNEEM MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,GARISSA
7074,AL-RASHAD MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,GARISSA
7095,SUNNA HEALTHCARE & DENTAL SERVICES,MEDICAL CENTRE,Private,LEVEL 3A,GARISSA
7177,ANKARA MEDICAL CENTER LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,GARISSA
7238,GARISSA ENT MEDICAL CENTRE,HOSPITAL LEVEL 4,Private,LEVEL 4,GARISSA
8603,ANFAC NURSING HOME,NURSING HOME,Private,LEVEL 3B,GARISSA
14776,AL-QUDUS MEDICAL CENTRE LTD,MEDICAL CENTRE,Private,LEVEL 3A,GARISSA
14864,MADOGASHE MEDICAL SERVICES,NURSING HOME,Private,LEVEL 3B,GARISSA
14930,MODOGASHE NURSING HOME,NURSING HOME,Private,LEVEL 3B,GARISSA
15027,GARISSA NURSING HOME ANNEX,NURSING HOME,Private,LEVEL 3B,GARISSA
15462,ANTALIYA HOSPITAL LIMITED,HOSPITAL LEVEL 4,Private,LEVEL 4,GARISSA
15536,DAGAHLEY  MEDICAL HEALTH CARE SERVICES LIMITED,NURSING HOME,Private,LEVEL 3B,GARISSA
15783,HIGHGATE HEALTHCARE LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,GARISSA
16092,SARAP MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,GARISSA
16142,GARISSA EYE HOSPITAL LTD,EYE HOSPITAL LEVEL,Private,LEVEL 4,GARISSA
16170,AL HABIB NURSING HOME,NURSING HOME,Private,LEVEL 3B,GARISSA
16364,JAMIA ISLAMIC  INTERGRATED HEALTH SERVICES,HOSPITAL LEVEL 4,Private,LEVEL 4,GARISSA
16482,HAMDAN MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,GARISSA
16701,GACAL BUDGET HOSPITAL,NURSING HOME,Private,LEVEL 3B,GARISSA
16942,AL-HAFIDH MEDICAL CENTRE,NURSING HOME,Private,LEVEL 3B,GARISSA
16948,DADAAB MEDICAL CENTRE LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,GARISSA
17091,SAMARA MEDICAL CENTRE,NURSING HOME,Private,LEVEL 3B,GARISSA
17118,AL-DAYAX MEDICAL CLINIC AND LABORATORY SERVICES,MEDICAL CLINIC,Private,LEVEL 2,GARISSA
17123,MBASSY MEDICAL CENTRE LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,GARISSA
17180,STAR DENTAL CLINICS LIMITED,DENTAL CLINIC,Private,LEVEL 2,GARISSA
17540,DEQ RABI HEALTH CARE LIMITED,NURSING HOME,Private,LEVEL 3B,GARISSA
17827,TAYSIR MEDICAL CENTRE LIMITED,NURSING HOME,Private,LEVEL 3B,GARISSA
17838,TAWHEED MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,GARISSA
17872,MASALANI DIAGNOSTIC LIMITED,NURSING HOME,Private,LEVEL 3B,GARISSA
18225,GARISSA DOCTORS CLINIC,MEDICAL CLINIC,Private,LEVEL 2,GARISSA
18761,DOBALE CLINIC,MEDICAL CLINIC,Private,LEVEL 2,GARISSA
18917,SHIFA MATERNAL AND CHILD CARE LIMITED,NURSING HOME,Private,LEVEL 3B,GARISSA
19159,NEP NURSING AND REHABILITATION CENTRE,REHABILITATION CEN,Private,LEVEL 3A,GARISSA
19344,SAVANNAH ROYAL HOSPITAL GARISSA LIMITED,HOSPITAL LEVEL 4,Private,LEVEL 4,GARISSA
19384,MUNA HEALTHCARE SERVICES,MEDICAL CLINIC,Private,LEVEL 2,GARISSA
19391,EMIRATES HOSPITAL LIMITED,NURSING HOME,Private,LEVEL 3B,GARISSA
19465,AL-BAITUL TIIBA HOSPITAL LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,GARISSA
19696,AMANSAN HOSPITAL LIMITED,NURSING HOME,Private,LEVEL 3B,GARISSA
19721,JIDAH MEDICAL CENTRE LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,GARISSA
19932,TOP CARE ORTHOPAEDIC AND TRAUMA CENTRE LIMITED,NURSING HOME,Private,LEVEL 3B,GARISSA
19965,AN NAJAH MEDICAL CARE LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,GARISSA
19979,AL QUDUS DIAGNOSTIC HOSPITAL.,NURSING HOME,Private,LEVEL 3B,GARISSA
20036,SALAMA WELLNESS CENTRE LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,GARISSA
20148,GARISSA UNIVERSITY CLINIC,MEDICAL CLINIC,Private,LEVEL 2,GARISSA
20439,AL-MAQDIS MEDICAL CENTRE ANNEX LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,GARISSA
20448,BAYAN EYE CARE LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,GARISSA
20614,AL HADAF MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,GARISSA
20621,ABUU AMIRA NURSING HOME,MEDICAL CENTRE,Private,LEVEL 3A,GARISSA
20644,INTERNATIONAL OPTICA CLINIC GARISSA,MEDICAL CENTRE,Private,LEVEL 3A,GARISSA
20858,TOLSAN MEDICAL CENTER,MEDICAL CLINIC,Private,LEVEL 2,GARISSA
20907,MALIFISA HOSPITAL LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,GARISSA
20984,GARISSA EYE AND ORTHODONTICS HOSPITAL LIMITED,NURSING HOME,Private,LEVEL 3B,GARISSA
21006,ANFAL MEDICAL CENTER LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,GARISSA
21018,DR SMILE DENTAL CLINIC LIMITED,DENTAL CLINIC,Private,LEVEL 2,GARISSA
21080,ARQAM MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,GARISSA
21097,TOGWEYNE NURSING HOME,MEDICAL CLINIC,Private,LEVEL 2,GARISSA
82,SIMBIRI NAN BELL COMMUNITY HEALTH CENTRE,HEALTH CENTRE,Private,LEVEL 3B,HOMA BAY
88,OKITTA NURSING AND MATERNITY HOME,NURSING HOME,Private,LEVEL 3B,HOMA BAY
96,KAGER MEDICAL AMBASSADORS MISSION DISPENSARY,DISPENSARY,Private,LEVEL 2,HOMA BAY
600,MATATA NURSING HOME,HOSPITAL LEVEL 4,Private,LEVEL 4,HOMA BAY
1063,NYALENDA CHRISTIAN NURSING HOME,MISSION HOSPITAL LE,Private,LEVEL 3A,HOMA BAY
2172,RUSINGA ISLAND OF HOPE HUMANIST HEALTHCARE CENTR,NURSING HOME,Private,LEVEL 3B,HOMA BAY
2643,KOLUNGA COMMUNITY DISPENSARY,DISPENSARY,Private,LEVEL 2,HOMA BAY
3113,PORT FLORENCE COMMUNITY HOSPITAL HOMA BAY,MEDICAL CLINIC,Private,LEVEL 2,HOMA BAY
3154,TORIC\'S NURSING HOME,HOSPITAL LEVEL 4,Private,LEVEL 4,HOMA BAY
3294,AFYA HEALTH SYSTEMS ORGANIZATION,MEDICAL CENTRE,Private,LEVEL 3A,HOMA BAY
3359,MAMAS NURSING HOME- RIAT,NURSING HOME,Private,LEVEL 3B,HOMA BAY
3667,THE AGA KHAN HOSPITAL HOMABAY,MEDICAL CENTRE,Private,LEVEL 3A,HOMA BAY
4057,ST. LAWRENCE HOMA BAY HOSPITAL,HOSPITAL LEVEL 4,Private,LEVEL 4,HOMA BAY
4078,JANEIRO NURSING HOME LIMITED,HOSPITAL LEVEL 4,Private,LEVEL 4,HOMA BAY
4113,SHELTER OF HOPE MEDICAL CLINIC,HEALTH CENTRE,Private,LEVEL 3B,HOMA BAY
4299,WATTA MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,HOMA BAY
5018,NDHIWA BORA BORA MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,HOMA BAY
5536,ST. ELIZABETH SWINDON CLINIC,NURSING HOME,Private,LEVEL 3B,HOMA BAY
5660,THE SAMARIMED CENTRE,NURSING HOME,Private,LEVEL 3B,HOMA BAY
5682,PALA COMMUNITY MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,HOMA BAY
5921,LARCOD MOHLENKAMP,MEDICAL CLINIC,Private,LEVEL 2,HOMA BAY
6010,LWALA COMMUNITY HEALTH CENTRE,NURSING HOME,Private,LEVEL 3B,HOMA BAY
6100,SYDO PLUS HEALTH CARE,NURSING HOME,Private,LEVEL 3B,HOMA BAY
6321,INTERGRATED DEVELOPMENT FACILITY (HEALTH SERVICES),HEALTH CENTRE,Private,LEVEL 3B,HOMA BAY
6387,HOMABAY CENTRAL MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,HOMA BAY
6575,PORT FLORENCE COMMUNITY HOSPITAL NDHIWA,NURSING HOME,Private,LEVEL 3B,HOMA BAY
6917,APIDA MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,HOMA BAY
7173,HOMA CLINIC,MEDICAL CLINIC,Private,LEVEL 2,HOMA BAY
7775,KOTIENDE MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,HOMA BAY
7816,THE GOLDEN HEART HOSPITAL,MEDICAL CENTRE,Private,LEVEL 3A,HOMA BAY
14310,DR.AYOMA OJWANG MEMORIAL MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,HOMA BAY
14343,PRINCE RICHARD HEALTHCARE LTD,NURSING HOME,Private,LEVEL 3B,HOMA BAY
14453,EVANS HEALTHCARE CLINIC LTD,HOSPITAL LEVEL 4,Private,LEVEL 4,HOMA BAY
14613,OSANI COMMUNITY HEALTH AND DEVELOPMENT CENTRE,NURSING HOME,Private,LEVEL 3B,HOMA BAY
14763,OSMAN MEDICAL SERVICES,HOSPITAL LEVEL 4,Private,LEVEL 4,HOMA BAY
