Provider,Amount
ST.JOSEPH\\'S LOWARENGAK HEALTH CENTRE,"230,000.00"
ST.MARYS MEDICAL CENTRE KAPSOYA,"60,000.00"
ST.MONICA DISPENSARY MWENGENYE,"90,000.00"
ST.MONICA'S OBOKE MISSION HEALTH CENTRE,"20,000.00"
ST.OSWALD MEDICAL CENTER,"100,000.00"
ST.PATRICK HEALTH CARE CENTRE LIMITED,"20,000.00"
ST.RITA HOSPITAL TIMAU,"80,000.00"
ST.SCHOLASTICA MISSION HOSPITAL ELDORET,"40,000.00"
ST.THOMAS MATERNITY HOSPITAL -FERRY BRANCH,"240,000.00"
STAR CHILDREN HOSPITAL,"80,000.00"
STAR GENERAL MEDICAL CENTRE,"10,000.00"
STAR SPECIALIST HOSPITAL LIMITED,"560,000.00"
STETHOCARE MEDICAL CLINIC,"20,000.00"
STIRLING MEDICAL CENTRE,"140,000.00"
STRETCH OUT VICTORY HEALTH CENTRE,"10,000.00"
SUBA NORTH SUB-COUNTY HOSPITAL,"170,000.00"
SUBRA HEALTHCARE SERVICES,"160,000.00"
SUBUKIA SUB COUNTY HOSPITAL,"378,500.00"
SUGUTA HEALTH CENTRE - KISII,"140,000.00"
SUKELA QULI DISPENSARY,"440,000.00"
SUKELA TINFA DISPENSARY,"20,000.00"
SULTAN HAMUD SUB COUNTY HOSPITAL,"338,000.00"
SUNA NURSING AND MATERNITY HOME,"110,000.00"
SUNBEAM MEDICAL CENTRE,"32,150.00"
SUNVIEW MATERNITY & NURSING HOME,"70,000.00"
SUWERWA HEALTH CENTRE,"70,000.00"
SYNERGY CLINICS LIMITED,"18,218,918.00"
SYOTUVALI DISPENSARY,"10,000.00"
SYUMILE DISPENSARY,"10,000.00"
TABAKA MISSION HOSPITAL,"76,000.00"
TAHCARE MEDICAL AND DENTAL CENTER LIMITED,"150,000.00"
TAITO COMMUNITY DISPENSARY,"20,000.00"
TAKABA SUB-COUNTY HOSPITAL,"320,000.00"
TAKAWIRI HEALTH CENTRE,"120,000.00"
TAKITECH DISPENSARY,"90,000.00"
TALA DISPENSARY,"140,000.00"
TALITIA DISPENSARY,"130,000.00"
TAMBACH SUB-COUNTY HOSPITAL,"30,000.00"
TAMLEGA DISPENSARY,"300,000.00"
TAMOUGH HEALTH CENTRE,"250,000.00"
TAMU HEALTH CENTRE,"128,800.00"
TANAKA NURSING HOME BUSIA,"1,814,950.00"
TAQWA NURSING HOME,"10,000.00"
TARAKWA HEALTH CENTRE,"60,000.00"
Tarama Dispensary,"220,000.00"
TARIGO MEDICAL CLINIC,"30,000.00"
TASSIA HOSPITAL,"90,000.00"
TASSIA KWA NDEGE HOSPITAL,"630,000.00"
TAVETA SUB-COUNTY HOSPITAL,"219,000.00"
TAWFIQ HOSPITAL,"442,750.00"
TAWHEED COMMUNITY NURSING HOME,"60,000.00"
TAYYIBA MEDICAL CENTRE,"760,000.00"
TEGAT HEALTH CENTRE,"280,000.00"
TEI WA YESU FAMILY CARE CENTRE,"210,000.00"
TENDERCARE HOSPITAL LIMITED,"130,000.00"
TENGES HEALTH CENTRE,"90,000.00"
TENWEK HOSPITAL,"1,174,830.00"
TENWEK HOSPITAL-HEALTH CENTRE KABOSON,"240,000.00"
TERMARY HEALTHCARE,"270,000.00"
TESORIE HEALTH CENTRE,"180,000.00"
TETRAGRAMMATON LIMITED,"42,600.00"
THAANA-NZAU DISPENSARY,"10,000.00"
THAGANA COUNTY MEDICAL CENTRE,100000
THE AGA KHAN HOSPITAL - KISUMU,1065000
THE AGA KHAN HOSPITAL MOMBASA,2928750
THE AGA KHAN UNIVERSITY HOSPITAL NAIROBI,7659550
THE ALTAR MEDICAL CENTER KIBIRICHIA,20000
THE AVENUE MEDICAL &amp; DIAGNOSTIC CENTRE,30000
THE CARING IMANGA MEDICAL CENTRE,190000
THE CLIN-EVE HOSPITAL LIMITED,20000
THE COVENANT HOSPITAL LIMITED,60000
THE DAWAMEDS HOSPITAL LIMITED,680000
THE GOLDEN HEART HOSPITAL,10000
THE HEALCARE HOSPITAL LIMITED,40000
THE HOPE MEDICAL CENTRE AWASI,16700
THE KAMUWONGO HOPE MEDICARE CENTRE,10000
THE KAREN HOSPITAL LIMITED,265000
THE KENSWED HOSPITAL LTD,30000
THE KITUI HOSPITAL,80000
THE LIGHT NAIVASHA DOCTORS PLAZA,10000
THE MAGADI SODA COMPANY HOSPITAL,90000
THE MAKUENI DOCTORS PLAZA LIMITED,155850
THE MARA SPECIALIST HOSPITAL LIMITED,10650
THE MATER HOSPITAL,2905250
THE MATUU HOSPITAL LIMITED,830000
THE MODERN LIBERTY HOSPITAL LIMITED,70000
THE MOMBASA HOSPITAL ASSOCIATION,870810
THE NAIROBI FAMILY HOSPITAL AND CLINICS- KISII,40000
THE NAIROBI SOUTH HOSPITAL LTD,351450
THE NAIROBI WEST HOSPITAL - RUIRU,90000
THE NAIROBI WOMEN\'S HOSPITAL KITENGELA,70000
THE NAIROBI WOMEN\'S HOSPITAL NAIVASHA,40000
THE NAKURU SPECIALIST HOSPITAL LTD(CANCER &,3408450
THE NANYUKI HOSPITAL LTD,70000
THE NASIO TRUST-GEORGE MUDENYO KADIMA MED,650000
THE PINE HOSPITAL LIMITED,301050
THE POLYCLINIC HOSPITAL,180000
THE RIVER JORDAN MEDICAL CENTER MAUNGU,130000
THE RIVER JORDAN MEDICAL CENTRE LTD,470000
THE ROYAL KINGS MEDICAL CENTER,10000
THE SAGANA COTTAGE HOSPITAL,70000
THE SALWA HOSPITAL LIMITED,40000
THE SAMARIMED CENTRE,290000
THE SAVANNAH HOSPITAL LIMITED,120000
THE TALA HOSPITAL LIMITED,320000
THE TANA HOSPITAL LIMITED,10000
THE THIKA SAM'S HOSPITAL(ANNEX) LTD,120000
THE VETERAN MISSION HOSPITALS LIMITED,815500
THE WHITE CRESCENT HOSPITAL,1000000
THE WHITE CRESCENT HOSPITAL LIMITED,"3,118,470.00"
THIBA HEALTH CENTRE,"180,000.00"
THIGIO DISPENSARY (LAIKIPIA WEST),"10,000.00"
THIKA DIALYSIS CENTRE,"308,850.00"
THIKA NURSING HOME HOSPITAL LTD,"810,000.00"
THIKA NURSING HOMES LTD,"80,000.00"
THINU HEALTH CENTRE,"40,000.00"
TIGOI HEALTH CENTRE,"192,300.00"
TIMELINE HEALTHCARE LIMITED,"10,000.00"
TINGARE DISPENSARY,"190,000.00"
TIONYCARE HOSPITAL LIMITED,"890,000.00"
TIPET DISPENSARY,"40,000.00"
TISINYE HEALTH CENTRE,"230,000.00"
TOGWEYNE NURSING HOME,"20,000.00"
TONGA HEALTH CENTRE,"280,000.00"
TONGAREN MODEL HEALTH CENTRE,"1,250,000.00"
TONYMED MEDICAL CENTRE,"560,000.00"
TOP HILL BRAIN AND SPINE HOSPITAL,"78,470.00"
TOPCARE NURSING HOME,"770,000.00"
TOPCARE SUBUKIA MEDICAL CENTRE,"30,000.00"
TORONGO HEALTH CENTRE,"60,000.00"
TOROSEI DISPENSARY,"220,000.00"
TOWNSHIP COTTAGE HOSPITAL LIMITED,"20,000.00"
TRANSMARA WEST SUB-COUNTY HOSPITAL,"3,983,000.00"
TRINITY MISSION HOSPITAL LESERU,"180,000.00"
TSANGATSINI DISPENSARY,"541,000.00"
TSAVO COMPREHENSIVE MEDICAL ANNEX,"516,000.00"
TUDOR HEALTHCARE - MARIAKANI,"30,000.00"
TUDOR HEALTHCARE - BAMBURI,"30,000.00"
TUDOR HEALTHCARE LTD,"10,000.00"
TUDOR SUB-COUNTY HOSPITAL,"2,448,000.00"
TUIKUT HEALTH CENTRE,"210,000.00"
TULAH MEDICAL SERVICES,"80,000.00"
TULA-TULA DISPENSARY,"60,000.00"
TULATULA NURSING HOME LIMITED,"20,000.00"
TULIENGE DISPENSARY,"150,000.00"
TULIMANI DISPENSARY,"270,000.00"
TULWET HEALTH CENTRE,"200,000.00"
TUMAINI HEALTH CENTRE,"56,000.00"
TUMAINI INTERNATIONAL ORGANIZATION MEDICAL,"120,000.00"
TURBO SUB-COUNTY HOSPITAL,"10,000.00"
TURKWEL HEALTH CENTRE,"110,000.00"
TUURU COTTOLENGO HEALTH CENTRE,"240,075.00"
UASIN GISHU SUB-COUNTY HOSPITAL,"158,000.00"
Ugina Health Centre,"50,000.00"
UGWERI DISPENSARY,"20,000.00"
UKIA DISPENSARY,"70,000.00"
UKWALA SUB-COUNTY HOSPITAL,"126,000.00"
ULTRA DIAGNOSTIC CENTER (UDC) LIMITED,"502,900.00"
ULTRA KATHIANI HOSPITAL LIMITED,"480,000.00"
ULTRA KATHIANI HOSPITAL LIMITED-MITABONI,"50,000.00"
UMOJA HOSPITAL LIMITED,"20,000.00"
UMOJA THREE MEDICAL CENTRE,"10,000.00"
UNISON MEDICAL CENTRE,"886,000.00"
UNIVERSAL FAMILY HEALTH SERVICES.,"599,900.00"
UPLANDS PLANET MEDICAL CENTRE,"60,000.00"
UPPER SOLAI HEALTH CENTRE,"430,000.00"
URIRI SUB-COUNTY HOSPITAL,"280,000.00"
Urum Dispensary,"940,000.00"
USAO HEALTH CENTRE,"540,000.00"
USIGU HEALTH CENTRE,"800,000.00"
USUBEY DISPENSARY,"300,000.00"
UTANGWA DISPENSARY,"110,000.00"
UTHIRU MUTHUA HEALTH CENTRE,"370,000.00"
UTWIINI DISPENSARY,"60,000.00"
UVAANI DISPENSARY,"10,000.00"
UVETE DISPENSARY,"50,000.00"
UYAWI SUB-COUNTY HOSPITAL,"160,000.00"
UZIMA UHAI HEALTH CENTRE,"200,000.00"
VALLEY SPRINGS HEALTHCARE,"74,550.00"
VELMA MEMORIAL MEDICAL CENTRE,"30,000.00"
VERNA HEALTH CENTRE,"180,000.00"
VIENNA MEDICAL SERVICES,"170,000.00"
VIGURUNGANI HEALTH CENTRE,"452,998.00"
VIHIGA COUNTY REFERRAL HOSPITAL,"3,318,000.00"
VIHIGA HEALTH CENTRE,"500,000.00"
VIKAM HOSPITAL MASENO LTD,"33,360.00"
VINEYARD HOSPITAL LTD,"180,000.00"
VIRAGONI DISPENSARY,"30,000.00"
VISHAKANI DISPENSARY,"480,000.00"
VITENGENI HEALTH CENTRE,"1,250,000.00"
WAGAI HEALTH CENTRE,"420,000.00"
WAGALLA HEALTH CENTRE,"150,000.00"
WAGBERI DISPENSARY,"170,000.00"
WAITHAKA HEALTH CENTRE,"800,000.00"
WAJIR COUNTY REFERAL HOSPITAL,"102,750.00"
WAJIRWEST ROADSIDE MEDICAL CENTRE AND LAB,"10,000.00"
WAKHUNGU DISPENSARY,"40,000.00"
WALDENA DISPENSARY,"190,000.00"
WALDIRI MEDICAL CENTRE LIMITED,"10,000.00"
WAMA NURSING HOME,"130,000.00"
Wamalwa Kijana Teaching and Referral Hospital,"690,000.00"
WAMUNYU HEALTH CENTRE,"320,000.00"
WANANCHI JAMII HOSPITAL LIMITED,"330,000.00"
WANGNYANG DISPENSARY,"190,000.00"
WANJOHI HEALTH CENTRE,"270,000.00"
WARANGARA HEALTH CENTRE,"30,000.00"
WARGADUD DISPENSARY,"287,300.00"
WARGADUD HEALTH CENTRE,"160,000.00"
WASIO DISPENSARY,"20,000.00"
WATH ONGER DISPENSARY,"520,000.00"
WAYAM NURSING HOME,"10,000.00"
WAYSIDE MEDICAL CLINIC,"30,000.00"
WEBUYE HEALTH CENTRE,"170,000.00"
WEBUYE SUB-COUNTY HOSPITAL,"750,000.00"
WELLSTAR HEALTHCARE SYSTEMS LIMITED,"30,000.00"
WEMA CATHOLIC HEALTH CENTRE,"150,000.00"
WEMA MATERNITY AND NURSING HOME,"90,000.00"
WESLEY MISSION CLINIC LANET,"160,000.00"
WEST INLAND HOSPITAL LIMITED,"10,000.00"
WEST SIDE HEALTHCARE MALABA,"320,000.00"
WESTLANDS HOSPITAL,"1,280,000.00"
WESU SUB-COUNTY HOSPITAL,"480,000.00"
WHITELIFE HEALTHCARE LIMITED,"10,000.00"
WITU HEALTH CENTRE,"640,000.00"
WIYETA HEALTH CENTRE,"60,000.00"
WOMEN\\'S INITIATIVE HEALTH CARE SERVICES,"10,000.00"
WONYOI DISPENSARY,"80,000.00"
WOODLANDS HOSPITAL LTD MERU,"10,000.00"
WORLD YOUTH INTERNATIONAL MAMA ANN ODEDE,"50,000.00"
WUNDANYI SUB COUNTY HOSPITAL,"230,000.00"
YABICHO HEALTH CENTRE,"70,000.00"
YALA SUB-COUNTY HOSPITAL,"140,000.00"
YOUR FAMILY CLINICS - SILIBWET,"250,000.00"
ZAHIR HEALTH CARE,"10,000.00"
ZAM ZAM MEDICAL SERVICES,"10,000.00"
ZANIK MEDICAL CENTRE,"20,000.00"
ZETIC HOSPITAL LIMITED,"170,000.00"
ZEVA MEDICAL CENTRE,"50,000.00"
ZIANI DISPENSARY,"130,000.00"
ZIWA LA NG'OMBE DISPENSARY,"250,000.00"
ZIWA SIRIKWA SUB-COUNTY HOSPITAL,"1,831,950.00"
ZOMBE SUB-COUNTY HOSPITAL,"1,084,500.00"
