Provider,AMOUNT
NAIVASHA SUB-COUNTY HOSPITAL,4548758
NAJ HOSPITAL LTD,63840
NAJ Hospital ltd.,641760
NAJRAN MEDICAL CENTRE LIMITED,2528960
Nakiria Dispensary,10000
Nakitoekakumon Dispensary,70000
NAKURU HEART CENTRE,45920
Nakwamoru Health Centre,80640
NAKWIJIT DISPENSARY,20000
NALA MATERNITY & NURSING HOME,372880
NALIS MWANAINCHI MEDICAL CENTER,10000
Nalondo Health Centre (Model),131200
NAMANGA NURSING HOME,866560
NAMANGA NURSING HOME LTD,141120
Namasoli Health Centre,210080
Nambale Sub County Hospital,120000
Namboboto Dispensary,34640
NAMO HOSPITAL LIMITED,2799360
Namunyak Medical Centre,238000
NAMWATIKHO DISPENSARY,60000
NANDI HILLS SUB-COUNTY HOSPITAL,2433940
NANHA WISH MEDICAL CARE LIMITED,351680
NANYUKI COTTAGE HOSPITAL,1148560
NANYUKI COUNTY REFERRAL HOSPITAL,8637850
Nanyuki Hospital,130480
NARIOKOTOME DISPENSARY,20000
NAROK COTTAGE HOSPITAL,1858930
NAROK COUNTY REFERRAL HOSPITAL,5195170
NAROMORU LEVEL 4 HOSPITAL,1299760
Nashad Nursing Home,443520
NASHWA NURSING HOME,534240
NASIANDA HEALTH CENTRE,10000
Nassi Hospitals,307600
NATAHA MEDICAL CENTRE,902720
NATIONAL SPINAL INJURY HOSPITAL,5000
NATIONAL SPINAL INJURY REFERRAL HOSPITAL,1856760
NAVAKHOLO SUB-COUNTY HOSPITAL,186320
Nawal Nursing Home,520800
NAZARETH HOSPITAL,8058530
Nazareth Hospital (Ruiru),814000
NAZARETH RUIRU HOSPITAL,112000
NDALANI DISPENSARY,20000
NDALU HEALTH CENTRE,353080
NDAMAMA DISPENSARY,10000
Ndanai,819900
Ndaragwa Health Centre,90000
NDARAWETTA HEALTH CENTRE,10000
Ndege Nursing Home,358400
NDEGE NURSING HOME LIMITED,85120
NDEIYA HEALTH CENTRE,40000
NDERE HEALTH CENTRE,10000
Ndetani Olive Health Care Services,290000
Ndhiwa Sub county Hospital,1773680
NDHIWA SUB-COUNTY HOSPITAL,1233120
NDIA MEDICAL CENTRE,78400
Ndilidau Dispensary (Jipe),20000
NDINDIKA HEALTH CENTRE,53360
NDINDIKA SUB-COUNTY HOSPITAL,10800
NDIRU HEALTH CENTRE,75040
Ndiru Level 4 Hospital,902640
NDITHINI HEALTH CENTRE,42400
Ndonyo Medical Services (Naivasha Kwa Muya Clinic,309920
NDORI HEALTH CENTRE,30000
NDOVU HEALTH CENTRE,5000
NEBO HEALTH SOLUTIONS LTD,56000
Neboi Nursing Home,266560
Neema Hospital,612080
Neema Hospital (Ruiru),437200
NEEMA HOSPITAL LTD ANNEX,16800
Neema Hospital Ltd. Annex,110800
NEEMA MEDICAL HOME LIMITED,61200
NEEMA MEDICAL HOME LTD,10000
NEEMA TUNZA MEDICAL CLINIC,10000
NEEMA UNIVERSAL HEALTH CARE LIMITED - EMBU TO,509120
NEEMA UNIVERSAL HEALTH CARE LIMITED-EMBU TO,5695200
NELEPEK MEDICAL CARE CENTRE,490560
Nelly Medical Centre,229040
NELLY NURSING HOSPITAL AND MATERNITY,669760
NEOCARE MEMORIAL HOSPITAL,1193760
Neocare Specialist Hospital,1522880
Neoglobal Medicare Hospital,999920
NEOGLOBAL MEDICARE LIMITED-NURSING HOME,44800
NEPHRO MED LIMITED,1864446
NEPHRO MED LIMITED-LAMU,330150
NEPHROCARE CLINIC LIMITED,2012850
Neptune Health Care,526400
NEPTUNE HEALTHCARE LTD,172480
NEVLIGHT HOSPITAL LIMITED,114240
New Busia Maternity & Nursing Home,238240
NEW BUSIA MATERNITY &amp; NURSING HOME,1435600
New degree medical centre,291200
NEW ELGON VIEW MEDICAL COTTAGE,331540
New Hope Medical Clinic (Manga),232960
New Hope Medicare Centre Tinderet,42560
New Ikonge Medical Centre,575680
New Junction Health Centre,33600
New Manyalo Nursing Home,584640
Newlife Cottage Hospital,185600
NEWLIFE COTTAGE HOSPITAL LIMITED,201600
NEWLIGHT MEDICAL CENTRE,18960
NG\\'IYA COMMUNITY HOSPITAL LIMITED,728000
NG\\'IYA HEALTH CENTRE,6720
NG\'UONO MEDICAL CENTRE,24640
Ngalasia Dispensary,295040
Ngano Health Centre,20000
NGAO HOSPITAL TANA RIVER,207280
Ngara Comprehensive Health Services Ltd,53760
Ngara Health Centre (City Council of Nairobi),50000
Ngarariga Health Centre,134400
NGARUA HEALTH CENTRE,229038
NGEGU DISPENSARY,120000
NGENDA HEALTH CENTRE,4000
Ngerenya Dispensary,20000
NGEWA HEALTH CENTRE,20000
Ngiya Community Hospital Limited,163520
Ng'iya Health Centre,146480
Ng'ombeni Dispensary,20000
Ngomeni Health Centre (Magarini),10000
NGONG' RAPHA HOSPITAL,10000
NGONG SUB COUNTY HOSPITAL,207600
Ngorano Health Centre,40000
Ngumba Medical Centre,179200
Nguni Favour Medicare,132560
Ng'uono Medical Centre,2141440
NGURUBANI MEDICAL SERVICES - GATEGI,31360
NGURUBANI MEDICAL SERVICES -GATEGI,159040
NGUVU NURSING HOME,2374400
Nightingale Medical Centre,885700
NIGHTINGALE MEDICAL CENTRE MILIMANI,391450
NIGHTINGALE MEDICAL CENTRE.,110880
Nightingale Medical Centre-Milimani,585290
Nile Medical Care,85120
NISSI MEDICAL CENTRE,4975040
NJENGA HOSPITAL,900
Njiru Hospital,110000
Njoro Huduma Medical Clinic,203680
NJORO HUDUMA MEDICAL CLINIC NAKURU,26880
Njoro Subcounty Hospital,267720
NKOILALE HEALTH CENTRE,20000
NMC,613760
NORTH KINANGOP CATHOLIC HOSPITAL,10134810
Northern Specialists Hospital,859360
NORTHERN SPECIALISTS HOSPITAL LIMITED,1598800
NORTHGATE HOSPITAL LIMITED,1429119
NORTHLAND SPECIALIST HOSPITAL,295680
NORTHLAND SPECIALIST HOSPITAL LTD,159040
NORTHLIFE HEALTHCARE SERVICES LTD,230720
NORTHLIGHT HOSPITAL LIMITED,3407040
NORTHMARK MEDICAL CENTRE AND NURSING HOM,132160
NOVAS SPECIALIST HOSPITAL-LODWAR(CANCER &a,369600
NOVASSPECIALIST HOSPITAL-LODWAR (CANCER AN,423600
Novic Medical Centre,1069200
NTHARE CATHOLIC HEALTH CENTER,287600
Nthongoni Sub County Hospital,22240
Ntimaru Sub County Hospital,323680
NUCLEAR MEDICAL AND DIAGNOSTIC CLINIC,112000
Nucleaur Medical Diagnostic Center,248640
NUMEYR MEDICAL CENTRE LIMITED,1738240
Nuru Ambusely Hospital,156640
NURU AMBUSELY MEDICAL,35840
Nuu Sub County Hospital,27920
NYAANI DISPENSARY,10000
NYABIKAYE SDA MEDICAL CENTRE,6720
Nyabohanse Medical Centre,765920
Nyabokarange Dispensary,20000
NYABONDO CENTRE FOR THE DISABLED,432320
NYABONDO HOSPITAL,1436300
Nyabondo Rehabilitation Centre,366240
NYABURI BETTER LIVING NURSING HOME-NAMBA LI,6720
Nyaburi Clinic,120960
Nyabweri Dispensary,20000
NYACHEKI SUB DISTRICT HOSPITAL,46720
NYADENDA HEALTH CENTRE,116000
Nyagancha Dispensary,30000
NYAGORO HEALTH CENTRE,321200
NYAGOTO DISPENSARY,30000
NYAHERA SUB-COUNTY HOSPITAL,23360
NYAHURURU COUNTY REFERRAL HOSPITAL,5800740
NYAHURURU DISTRICT HOSPITAL,1297470
Nyahururu Private Hospital,67200
Nyakach County Hospital,319200
NYAKACH SUB-COUNTY HOSPITAL,10000
NYALENDA CHRISTIAN NURSING HOME,11200
Nyalenda Health Centre,10000
Nyalenda Nursing Home,168000
NYALGOSI DISPENSARY,143360
NYALI BRIDGE MEDICAL CENTRE,1759800
NYALI BRIDGE MOMBASA HOSPITAL LTD,21300
Nyali Children Hospital,124320
Nyali Healthcare Limited (Bamburi),6720
NYALKINYI HEALTH CENTRE,161280
NYAMACHE DISTRICT HOSPITAL,108260
Nyamagundo sub county hospital,3360
Nyamagwa Health Centre,558320
NYAMAIYA HEALTH CENTRE,20000
Nyamaiya Medical Center,380800
NYAMAIYA MEDICAL CENTRE LIMITED,20160
NYAMARAGA HEALTH CENTRE,38960
NYAMARIMBA SUB-COUNTY HOSPITAL,6720
Nyamase Medical Centre,645120
NYAMASE MEDICAL CLINIC,253120
NYAMASI DISPENSARY,60000
Nyambene Clinical Services and Nursing Home,174720
NYAMBENE CLINICAL SERVICES AND NURSING HOM,235200
Nyambene Sub County Hospital,614160
NYAMBENE SUB-COUNTY HOSPITAL,6403310
NYAMIRA COUNTY REFERAL HOSPITAL,44855699
NYAMIRA JAMII MEDICAL &amp; DIAGNOSTIC CENTR,8960
Nyamira Jamii Medical and Diagnostic centre,248640
Nyamiranga Devine Mercy,907040
Nyamusi Medical Centre,26880
Nyamusi Sub-County Hospital,483840
NYANCHWA ADVENTIST MISSION HOSPITAL,1973320
NYANDIWA DISPENSARY,839840
Nyandiwa Level IV Hospital,30000
Nyandoche Ibere Dispensary,30000
Nyandusi,151200
Nyangande Sub County Hospital,28960
NYANGENA HOSPITAL LTD,4658880
NYANGENA LEVEL 4 HOSPITAL,403200
Nyangena Sub District Hospital (Manga),477040
Nyangiela Sub District,631600
NYANGIELA SUB-COUNTY HOSPITAL,10080
Nyang'oma Mission Health Centre,85120
Nyang'oma Sub county Hospital,93600
Nyangu Dispensary,20000
NYANSANGIO DISPENSARY,30000
NYANSIONGO MATERNITY AND NURSING HOME,6720
NYANSIONGO NURSING HOME,69440
Nyarangi Medical Centre Ltd,125440
NYARUT HEALTH CENTRE,60000
NYATHUNA SUB-COUNTY HOSPITAL,30000
Nyatieko Gesusu Health Services,453520
NYATIEKO -GESUSU HEALTH SERVICES,8960
NYATIKE HEALTH CENTRE,88240
NYAWANGO DISPENSARY,32400
NYAWITA DISPENSARY,30000
Nyawita Medical Clinic,361680
NYERI COUNTY REFERRAL HOSPITAL,30523875
Nyeri Town Health Centre,6000
Nziu Health Centre,10000
Nzoia Medical Centre,963920
OAK TREE CENTRE FOR KIDNEY &amp; CHRONIC DIS,219030
Oak Tree Centre For Kidney and Chronic Diseases Ltd,1950960
OAKLAND MEDICAL CENTRE,64960
OAKWOOD HOSPITAL LIMITED,1519600
Oasis Doctors Plaza,198960
OASIS DOCTORS PLAZA HOMABAY,590880
Oasis Doctors Plaza Kakamega,2147410
OASIS DOCTORS PLAZA KAKAMEGA LIMITED,793820
OASIS DOCTORS PLAZA KISII,33600
OASIS DOCTORS PLAZA MIGORI,1028540
OASIS DOCTORS PLAZA NYAMIRA,6900
OASIS DOCTORS PLAZA WEBUYE LIMITED,1732320
Oasis Health Siaya,244940
Oasis Maternity and Nursing Home,728880
OASIS MEDICAL CENTRE,44800
OASIS MENTAL HEALTH LIMITED,305760
OASIS NTUNYIGI HOSPITAL,1042560
OASIS SPECIALIST HOSPITAL,8396612
OBALWANDA DISPENSARY,20000
Ober Level 4Hospital,321200
OBER HEALTH CENTRE,70560
Ober Kamoth Sub County Hospital,120820
OBER KAMOTH SUB-COUNTY HOSPITAL,13440
Odino Health Centre,32400
OGADA HEALTH CENTRE,56880
Ogango Dispensary,10000
Ogango Health Centre,90000
Ogembo Medical Clinic,123200
Ogongo Level 4 Hospital,302400
OGONGO SUB-COUNTY HOSPITAL,63840
OGORJI DISPENSARY,80000
Ogwedhi Health Centre,20000
Ojele Memorial Hospital,1118880
OKIKI AMAYO MEMORIAL HEALTH CENTRE,81360
OKOK DISPENSARY,10000
Olare Medical Centre,105120
Olchobosei Medical Centre,283840
Olchorro Health Centre,90000
Old Mawingu Health Centre,30000
OLDANYATI HEALTH CENTRE,10000
Oletukat Dispensary,10000
OLIVE HILL SURGICAL CENTRE,6017760
OLIVEHILL SURGICAL CENTRE,22248240
OLIVELINK HEALTHCARE,113760
OLJABET HEALTH CENTRE,50000
Oljabet Hosp.,480780
OLJABET HOSPITAL,1015970
Oljabet Medical Clinic,42560
OLKALOU BETHEL MEDICAL CENTRE,43600
OLLA NURSING HOME,241920
Ollo Health Centre,158560
OLMEKENYU DISPENSARY,20000
OLMORAN HEALTH CENTRE,40000
OLOIKA DISPENSARY,20000
OLOKYIN HEALTH CENTRE,80000
OLOLULUNGA SUB-COUNTY HOSPITAL,162360
Oltepesi Health Centre,50000
OLYMPUS MEDICAL CENTRE,244160
OLYMPUS MEDICAL CENTRE LIMITED,56000
OMBO KACHIENG' DISPENSARY,10000
OMIRO DISPENSARY,30000
OMOREMBE COMMUNITY HOSPITAL LIMITED,547440
Omoya Medical Centre,790720
ONGATA RONGAI SUBCOUNTY HOSPITAL,50000
Ong'ielo Health Centre,10000
Ongo Sub County Hospital,46720
Onsare Medical Clinic,362880
OPENCLINIC MEDICAL CENTER,360640
OPTIMAL FAMILY LIMITED,726240
OPTIMUM CARE HOSPITAL LTD,1310400
Optimum Current Health Care Hospital,105840
ORIZON MEDICAL CENTRE,40000
Oropoi Dispensary,50000
ORTHOPEX MEDICAL CLINIC KISUMU,378560
ORTUM MISSION HOSPITAL,124320
ORTUM MISSION HOSPITAL (KITALE),10080
ORUBA NURSING &amp; MATERNITY HOME,8960
Oruba Nursing and Maternity Home,656560
ORWAKI DISPENSARY,10000
Osani Community Health & Development Centre,143360
OSANI COMMUNITY HEALTH AND DEVELOPMENT CE,11200
OSCAR SPECIALIST HOSPITAL LIMITED,3690280
OSERIAN HEALTH CENTRE LIMITED,24640
OSIEKO DISPENSARY,10000
Osman Medical Clinic,458000
Osman Medical Services Annex 1,199360
OTHAYA SUB-COUNTY HOSPITAL,171360
Othaya Sub-District Hospital,150480
Othofix Orthopaedic Trauma Centre Limited (Makind,192640
Othoro Level 4 Hospital (Rachuonyo),204880
OTHORO SUB COUNTY HOSPITAL,20000
Our Health Medical Centre Ltd,344200
OUR LADY HELP OF THE SICK BARKORWA CATHOLIC,26880
OUR LADY OF LOURDES MUTOMO HOSPITAL,3450080
OUR LADY OF LOURDES MWEA HOSPITAL,12666460
OUR LADY OF MERCY KEBIRIGO (IBARA) HEALTH,333600
OUR LADY OF MERCY MISSION HOSPITAL,5201200
OUR LADY OF PEACE MISSION HOSPITAL CHEBUKAK,3912000
OUR LADY OF PERPERTUAL SUPPORT FOR PEOPLE L,10000
OUTSPAN HOSPITAL,13552196
Owens Nursing Home,336000
OYANI SUB COUNTY HOSPITAL,16720
P.A.G. (K) MISSION HOSPITAL GOIBEI,29120
P.C.E.A HOSPITAL KIKUYU,347870
P.C.E.A HOSPITAL(TUMUTUMU) KARATINA,1516070
P.C.E.A KIKUYU HOSPITAL,18866970
P.C.E.A. CHOGORIA HOSPITAL (MERU),2205750
Pala Level 4 Hospital,1140880
PALA MASOGO HEALTH CENTRE,594640
PALM BEACH HOSPITAL,63840
Palma Medical Centre,244160
Palmcare Sinai Hospital,332080
PANAFRIC UNIVERSAL HOSPITAL,94080
PANAFRIC UNIVERSAL HOSPITAL LIMITED,44800
Pandya Memorial Hospital,2445760
PAP KODERO HEALTH CENTRE,277440
PARAMOUNT NURSING HOME,11200
Paramount Nursing Home - Wajir,728000
Parayon Dispensary,220000
PARKLANDS KIDNEY CENTRE LTD,4238700
PASLING MEDICAL CENTRE,217280
PASTROLCARE MEDICAL CENTRE LIMITED,259840
Patanisho Maternity and Nursing Home,301520
PCEA CHOGORIA HOSPITAL,27658198
PCEA TUMUTUMU MISSION HOSPITAL,11073360
Pearls & Psalms Hospital,2240
PEARLS AND PSALMS HOSPITAL LIMITED,4480
PEFA MERCY MEDICAL CENTRE,20000
Pejmed Ultracare Specialist Hospital,363280
PEJMED ULTRACARE SPECIALIST HOSPITAL LTD,63840
Pemah Nursing and Maternity Home,351680
PENEZA HEALTH CARE LIMITED,94080
PENEZA HEALTHCARE LIMITED,274000
PERIPHERY CARE NURSING HOME LIMITED,1758400
perkerra clinic,150000
Peruja Hospital,198000
Pesi Medical Centre,31360
Petcan Hopewell Medical Clinic and Diagnostic Cent,148880
PHADAM HOSPITAL COMPANY LTD - NASRA,293440
Phadam Hospital Nasra,330800
Pharmacossy Medical Centre,125440
Phinal Community Medical Centre,460960
PIONEER HEALTH CENTRE,40000
Pipeline Modern Hospital LTD,493520
Pipeline Nursing Home,192000
PIVOT MEDICAL CENTRE,283280
Plainsview Nursing Home,1006290
PLAINSVIEW NURSING HOME LTD,158440
Planet Family Hospital - Nyakoe,35840
PLATINUM HEALTHCARE SERVICES LIMITED,497280
Plaza Specialist Hospital,1140680
PLAZA SPECIALIST HOSPITAL LIMITED,3032430
PLEASURE POINT MEDICAL CENTRE LIMITED,1550080
POLANI MEDICAL CENTRE LIMITED,58240
Polycare Medical Clinic,15680
Polyclinic Hospital,83760
PONA HAVEN HOSPITAL,64960
PONA MEDICAL CLINIC (Kadel),168000
PONACARE MEDICAL LTD,163520
Ponalabs Health Services,118720
POPE BENEDICT XVI HOSPITAL,13934660
Poplar Hospital Limited,20160
PORT FLORENCE COMMUNITY HOSPITAL - AWASI,504880
PORT FLORENCE COMMUNITY HOSPITAL HOMA BAY,2450560
PORT FLORENCE COMMUNITY HOSPITAL KISUMU,3039120
PORT FLORENCE COMMUNITY HOSPITAL NDHIWA,1231840
Port Reitz Sub County Hospital,153760
Port Victoria Hospital,427920
PORT VICTORIA SUB-COUNTY HOSPITAL,30240
PORT-REITZ SUB COUNTY HOSPITAL,10475620
Potter`s Family Hospital,40320
POTTERS FAMILY HOSPITAL,35840
Precious Hospital,280000
PRECISE DIAGNOSTIC IMAGING,126600
PREMIER HOSPITAL,2244171
PREMIER HOSPITAL MOMBASA,2396639
Primacare Community Medical Centre,612560
PRINA MEDICAL CENTER,1171520
Prince Richard Health Care Clinic,1068240
PRINCE RICHARD HEALTHCARE LTD,199360
PROACT SERVICES HEALTH CENTRE,22400
PROF.LUCAS COMMUNITY HEALTH SYSTEM,24640
Prof.Lucas Community Health System Hospital,857920
PROGRESS MEDICAL SERVICES ANNEX,271040
Provide International Clinic (Kayole),230000
PROVINCIAL GENERAL HOSPITAL ANNEX NAKURU,1889440
PRUDENT COTTAGE HOSPITAL,1445157
PUCHE MEDICAL CLINIC,407680
PUMWANI MATERNITY AND REFERRAL HOSPITAL,10873600
Pumwani Maternity Hospital,560560
Pwani Maternity and Nursing Home,112000
PYNET HEALTHCARE LIMITED,152320
Qara Health Centre,10000
QARAN HOSPITAL,497280
QARAN HOSPITAL LIMITED,96320
QARNAIN MEDICARE AND HEALTH SERVICES LIMITE,739440
QARSADAMU MEDICAL CENTRE LIMITED,362880
Qarsahama Dispensary,80000
QASABDEGE HEALTHCARE LIMITED,125440
QASIMS HOSPITAL LIMITED,5701200
Qatar Medical Clinic,153039
QOBO NURSING HOME LIMITED,329280
QOLATI NURSING HOME LIMITED,1537360
QOROBO MEDICARE CENTER LIMITED,929600
QUALITY DIALYSIS KENYA LIMITED - NANYUKI,575100
Quality Dialysis Kenya LTD,585750
Queen Esther Isebania Modern Hospital LTD,6720
Queen Rivers Medical Centre,752640
Queens & Kings Health Centre,431840
Queens And Kings,125440
QUEENSPARK MEDICAL CENTRE,344640
Queenteric Annex Hospital,349440
QUEENTERIC ANNEX HOSPITAL-KISUMU BRANCH,258720
Quintas Medical Centre Limited,287760
Quracle Nursing Home,344960
Quracmathow,30000
R.C.E.A PLATEAU MISSION HOSPITAL,1084480
Rabai Sub County Hospital,398080
Rabuor Sub county Hospital,20080
RACECOURSE HOSPITAL,10573079
Rachar Sugar Belt Hospital,230720
RACHUONYO COUNTY HOSPITAL,2122960
Rachuonyo East Sub-County Hospital,93920
RADHEYSHYAM MEDICAL CENTRE LIMITED,3360000
Radiant Group of Hospital (Kiambu),456480
RADIANT GROUP OF HOSPITALS KASARANI SPORTSV,441360
RADIANT GROUP OF HOSPITALS-UMOJA,124000
RAGENG'NI DISPENSARY,20000
RAGWANDA MEDICAL CENTRE,224000
Rakedenn Medical,154560
RAKSHA INTERNATIONAL MEDICAL SERVICE LIMITED,1861162
RAM HOSPITAL LTD KISII,2835010
Ramaazi Nursing Home Limited,723520
Ramata Nursing Home,61520
Rambugu Dispensary (Rarieda),10000
RAMBULA DISPENSARY,10000
RAMMO HOSPITAL LIMITED,2094400
RAMULA DISPENSARY,10000
Ramula Health Centre,20000
Randburg Community Hospital,1928400
Ranen ochuna medical centre,588640
Ranen S.D.A Health Centre,134240
RANGALA HEALTH CENTRE,346000
RANGENYO MISSION HEALTH CENTRE,4480
Rangwe Hometown Medical Clinic,7761600
RANGWE SUB-COUNTY HOSPITAL,2304960
RAPHA DIALYSIS AND DIAGNOSTIC CENTRE,4228049
RAPHA HOSPITAL &amp; CLINICS,10070575
Rapha Hospital and Clinics,296420
RAPHA MAKUENI NURSING HOME,1874980
RAPHA PARADISE HEALTH CENTRE,40000
RAPOGI COMMUNITY HEALTH & MATERNITY CENTRE,3302080
Rapogi Health Centre,11200
Raruowa Health Centre,91520
RASMI NURSING HOME LIMITED,1906240
RAVINE GLORY HEALTHCARE SERVICES MOGOTIO,107520
RAVINE GLORY HOSPITAL LIMITED-MOGOTIO TOWN,208320
Ravine Glory Hospital Mogotio,445680
Ravine Specialists Hospital,1028080
RAVINNA HOSPITAL LIMITED,2083200
RAVINNA HOSPITAL LTD,3474000
RAYCOS HEALTH CENTRE,17920
REALE HOSPITAL KITALE,12200
REALE HOSPITAL ELDORET,14407469
REALE HOSPITAL UTAWALA LIMITED,3231290
RED SEAS NURSING AND MATERNITY HOME,394000
REDSTAR MEDICAL SERVICES LIMITED,1084160
Regaol Barnabas Medical Centre,219360
Rehema Health Care Clinic,1453760
Rehema Hospice and Clinic Limited,119760
Reinha Rosary Medical Clinic (Githunguri),604560
Reliable Health Care Services Limited,983040
RELIANCE HOSPITAL LIMITED,11415550
REMNANT DIGITAL CLINIC,26880
RENASSANCES INTERNATIONAL LIMITED,1001100
Renice Family Medical Clinic,60000
RENIT HEALTHCARE LIMTED,994599
RERA HEALTH CENTRE,4480
Reuben Health Centre (GOK),10000
REYSANE MEDICAL CENTRE,2262400
RFH Healthcare Imara Branch,20160
RFH Healthcare -Kiambu Road,80160
RFH Healthcare Ruaka,43680
RFH Healthcare Ruiru,196691
RFH Healthcare -Syokimau,83760
RFH Komarock,248080
RFH Specialist Hospital,5506098
Rhamu Dimtu medical centre,607040
RHAMU NURSING HOME,324800
RHAMU SUB-COUNTY HOSPITAL,20000
RHAMUDIMTU HEALTH CENTRE,71680
Rheema Hospital,33600
Rhonda Health centre,50000
RIBA DISPENSARY,40000
Ribe Dispensary,10000
RIDWAN NURSING HOME LIMITED,192640
RIFT VALLEY PROV. GENERAL HOSP. NAKURU,3158240
RIFT VALLEY PROVINCIAL GENERAL HOSPITAL NAKU,45193240
Rigoma Medical Centre,1005760
RIMAAL PRIME COMMUNITY HOSPITAL,89600
Ringa Community Hospital LTD,336000
Riochanda Nursing Home,896000
Riokindo Health Centre,89600
RIOS NURSING HOME LIMITED,743680
Riotanchi Health Centre,50000
RIRUTA HEALTH CENTRE,50000
RIVERGULF NURSING HOME,2013760
RIVERSIDE NURSING HOME.,985600
RIYAAD MEDICAL CENTRE LIMITED,474880
RIYADH MEDICAL CENTRE LTD,441280
ROBINS HEALTHCARE LTD,863580
Roblessing Medical Centre,311360
RODI AGAPE COMMUNITY MEDICAL CENTRE,271040
RODI CANAAN MEDICAL CENTRE,389760
Roka Medical Clinic,30000
ROKA MEDICAL CLINIC LIMITED,60000
Roman Maternity and Nursing Home,266560
ROMICURE MEDICAL CINIC,197120
Romieva Medical Center - Etago,1216160
ROMKAN MEDICAL CENTRE,67200
RONGAI HEALTH CENTRE,100000
Rongena Dispensary (Narok West),10000
RONGO SUB-COUNTY HOSPITAL,123440
Ropment Medical Center,474880
Roret Sub County Hospital,313360
Rosa Gracia Specialists Hospital Clinic Limited,3518930
ROSAMA MEDICAL SERVICES,145840
Rosewood Nursing Home,211600
ROSMEGG MEDICAL CLINIC KANGETA,67200
Royal Bridge Hospital Limited,823200
ROYAL COMMUNITY CLINIC,50000
Royal Medical Hospital & Maternity Home Limited Do,85120
Royal Medical Hospital and Maternity Home Limited,5536080
Royal St. Monicah Medical Centre,470400
Royal Victoria Hospital,583440
Royalstar Family Hospital,372560
RTC Medical Centre,620800
Ruai Family Hospital - Tala,24640
Ruai Family Hospital Limited,249760
RUANDA DISPENSARY,10000
RUARAKA UHAI NEEMA HOSPITAL,384480
Ruben Health Centre,30000
RUIRU FAMILY CLINIC,5000
Ruiru Hospital Limited,232640
Ruiru Nursing Hospital Ltd,1330440
Ruiru Sub-County Hospital,447200
Rukala Model Health Centre,153360
RUMAILA HOSPITAL LIMITED,1146880
Rumuruti District Hospital,10000
RUWEIDA NURSING HOME LIMITED,201600
Rwambwa Sub-county Hospital,160240
Saba Medical Center,232960
SABA SABA HEALTH CENTRE,40000
SABAKI DISPENSARY,20000
Sabatia Sub County Hospital,50000
Saboti Sub County Hospital,80080
SABULI HEALTH CENTRE,30000
Sacha Health Centre,64960
Sachangwan Highway Medical Centre,432320
Sadik Med Care,20000
SAFA NURSING HOME,851200
SAFO NURSING HOME LIMITED,340480
Sagam Community Hospital,867600
Sagana Sub-County Hospital,53360
Saifee Foundation Medical Centre,82400
SAIKA NURSING HOME,255760
SAINT GABRIEL HOSPITAL AND WELLNESS CENTER,557450
Sake dispensary,100000
SAKUTIEK HEALTH CENTRE,60000
Sala Health center,45680
SALA HEALTHCARE SERVICE LIMITED,1671040
SALA NURSING HOME LIMITED,631680
SALAAM NURSING HOME,369600
SALAMA CANCER CENTRE LIMITED,399696
Salama Cancer Centre Ltd,5600100
Salama Yard Medical Centre,607040
SALAMAH WELLNESS CENTRE LIMITED,174720
SALAWA CATHOLIC MISSION DISPENSARY PHC ACT,10000
SALAWA HEALTH CENTRE,10000
SALMA NURSING HOME LTD,492800
SALONNAY MEDICAL DIAGNOSTIC AND IMAGING CE,9500
SALSABIIL MEDICAL CENTRE,382960
SALSABIIL MEDICAL CENTRE LIMITED,336000
Samaad Hospital,2643920
SAMAFAL MEDICAL CENTRE LIMITED,22400
SAMARA MEDICAL CENTRE,450240
SAMARITAN HOPE MATERNITY & NURSING HOME LIM,192160
SAMARITAN MEDICAL SERVICES,15680
Samawest Community Hospital Limited,235200
Sambocho Health Centre,10000
Samburu County Referral Hospital,63369
SAMBURU SUB-COUNTY HOSPITAL,297200
SAMETA MEDICARE CENTRE,117520
Samia Nursing Home,156800
Samjomen Hospital,1230580
SAMJOMEN HOSPITAL LIMITED,3618080
SAMRAH HOSPITAL LIMITED,869120
SAN JOSEPH MEDICAL CENTRE,98560
SANAAG MEDICAL CENTER LIMITED,2464000
SANCARE HOSPITAL,91840
Sanel Hospital Limited,63360
SANGAILU HEALTH CENTRE,10000
Sang'alo medical centre,10000
Sango Natiri Dispensary,110000
SANGO ROTA HEALTH CENTER,10000
Sanitas Family Hospital Limited,40240
SANSIRO HOSPITAL LIMITED,134400
SANTA JANE MATERNITY AND NURSING HOME,136640
SANTAMORE SPECIALIZED SURGICAL HOSPITAL LIM,3573380
SANTARA MEDICAL CENTER LIMITED,1778560
SANTIRO MEDICAL CENTRE COMPANY LIMITED,555520
SAOLA MATERNITY HOME,20000
SAPHIRE HEALTH CARE NURSING HOME,197120
Saphire Healthcare Nursing Home,237440
SARCURE MEDICAL CLINIC,140000
SARE FAMILY MEDICAL CENTRE,150080
SARIF HEALTH CENTRE,42400
SASHMA NURSING HOME LIMITED,1762880
Savane Dispensary,10000
SAVANI NURSING AND MATERNITY CENTRE LIMITED,183680
SAVANNAH ROYAL HOSPITAL GARISSA LIMITED,147840
SAYAYI HOSPITAL LIMITED,1888320
Sayyida Fatimah Hospital,523350
SAYYIDA FATIMAH HOSPITAL KISAUNI,3522200
Scion Healthcare Ltd Clinic,102560
SCION HOSPITAL LIMITED,10233279
Scion Medical Centre,22400
